material no.,description,bin no.,val.stock,max.price,value,uom,storage loc
6553,125741 CLAMP,1000DG,0,,0,NOS,1060
6554,AK6040SS HOSE,1000DG,1,,"1,228.29",NOS,1060
6555,AK5030SS HOSE  FLEXIBLE,1000DG,0,,0,NOS,1060
6556,154087 O-RING,1000DG,2,,20.74,NOS,1060
6557,3872299 PIPE COUPLING ASSY. 3.5,1000DG,1,,"5,489.90",NOS,1060
6558,3872268 PIPE COUPLING ASSY. 3 DIE,1000DG,3,,"13,467.24",NOS,1060
6559,3872304 PIPE COUPLING ASSY. 5 D,1000DG,1,,"6,220.06",NOS,1060
6560,AS601100SS HOSE ASSEMBLY,1000DG,0,,0,NOS,1060
6561,AS601800SS HOSE ASSEMBLY,1000DG,0,,0,NOS,1060
6562,AS401500 MS HOSE ASSEMBLY,1000DG,0,,0,NOS,1060
6563,501151 TECHOHOURMETER,1000DG,0,,0,NOS,1060
6564,501422 CABLE TECHOHOURMETER,1000DG,0,,0,NOS,1060
6565,AK10050 SS HOSE ASSEMBLY,1000DG,1,,"1,789.46",NOS,1060
6566,AK16030  MS HOSE,1000DG,1,,"2,358.64",NOS,1060
6567,AS0800500MS HOSE,1000DG,0,,0,NOS,1060
6568,AS0800600MS HOSE,1000DG,0,,0,NOS,1060
6569,AS805400MS HOSE ASSEMBLY,1000DG,0,,0,NOS,1060
6570,AS805000MS HOSE ASSEMBLY,1000DG,0,,0,NOS,1060
6571,AR3240465 HOSE TURBO OIL SUPPLY,1000DG,0,,0,NOS,1060
6572,178456 BELT,1000DG,0,,0,NOS,1060
6573,3237859 LINK ALTERNATOR,1000DG,0,,0,NOS,1060
6574,AS1601400SS HOSE,1000DG,0,,0,NOS,1060
6711,0168306 K6 SCREW ADJ.,1000DG,0,,0,NOS,1060
6712,201048  GASKET,1000DG,5,,45.1,NOS,1060
6713,0206435 K7 GASKET,1000DG,0,,0,NOS,1060
6714,0206576 K0 GASKET,1000DG,0,,0,NOS,1060
6715,3001314 K1 CUP INJUCTOR,1000DG,0,,0,NOS,1060
6716,3016122 K1 GASKET,1000DG,4,,349.56,NOS,1060
6717,3023066 K4 SEAL O-RING,1000DG,0,,0,NOS,1060
6718,3028123 K1 GASKET,1000DG,4,,491.92,NOS,1060
6719,3545647 C9 TURBO REPAIR KIT,1000DG,0,,0,NOS,1060
6720,AR305225400 K4 BARREL AND PLUNGER,1000DG,0,,0,NOS,1060
6721,S0000212 K5 NUT,1000DG,0,,0,NOS,1060
6776,BALL BEARING 6317 FOR ALTERNATOR ND,1000DG,0,,0,NOS,1060
6778,AR323910000 K9 COUPLING SPIDER,1000DG,0,,0,NOS,1060
6822,216187 O-RING TURBO DRAIN,1000DG,0,,0,NOS,1060
7044,3017993 SHUT DOWN VALVE,1000DG,0,,0,NOS,1060
7128,3167218 COOLANT ADD.CONC. 10 LTR,1000DG,6,,"22,677.72",L,1060
7129,3167225 K8 TEST STRIP,1000DG,0,,0,NOS,1060
7130,3167226 K5 TEST KIT,1000DG,10,,"2,579.20",NOS,1060
7150,186780 SEAL K1,1000DG,0,,0,NOS,1060
7190,3872813 VACCUM INDICATOR,1000DG,14,,"3,800.44",NOS,1060
7191,3232093 HUB COUPLING,1000DG,0,,0,NOS,1060
7192,0205492 PUSH TUBE,1000DG,0,,0,NOS,1060
7193,500410 A GAUGE LUBE OIL TEMP.,1000DG,1,,617.06,NOS,1060
7194,500109 GAUGE LUB OIL PRESSURE,1000DG,0,,0,NOS,1060
7195,3166555 FUEL FILTER STD.256834,1000DG,0,,0,NOS,1060
7302,AK6060SS HOSE ASSY.,1000DG,0,,0,NOS,1060
7303,AK6065SS HOSE,1000DG,0,,0,NOS,1060
7304,3233147 HOSE PLAIN,1000DG,8,,"10,046.40",NOS,1060
7305,AS805000MS HOSE ASSY.,1000DG,0,,0,NOS,1060
7503,210753 CLAMP HOSE,1000DG,0,,0,NOS,1060
7562,504975 SWITCH IGNITION,1000DG,2,,367.2,NOS,1060
7828,3014449 GASKET,1000DG,7,,65.52,NOS,1060
7829,3175517 GASKET,1000DG,1,,13.02,NOS,1060
7830,250843 SNAP RING,1000DG,8,,17.68,NOS,1060
7831,153518 SEAL,1000DG,0,,0,NOS,1060
7832,8265 GASKET,1000DG,0,,0,NOS,1060
7919,0205571K0 GASKET,1000DG,0,,0,NOS,1060
7920,0207551K1 O-RING,1000DG,0,,0,NOS,1060
7921,3005940K7 GASKET,1000DG,0,,0,NOS,1060
7922,3014435K2 SEAL,1000DG,0,,0,NOS,1060
7923,3231246K1 GASKET,1000DG,0,,0,NOS,1060
7924,3231742K6 GASKET,1000DG,2,,35.72,NOS,1060
7925,3016790C1 OIL SEAL (3082142),1000DG,0,,0,NOS,1060
7930,193736 O-RING INJECTOR 101754,1000DG,0,,0,NOS,1060
7931,AK6011 SS HOSE,1000DG,0,,0,NOS,1060
7932,AK6018SS HOSE,1000DG,2,,"1,742.24",NOS,1060
7934,AS0605000SSK1 HOSE,1000DG,0,,0,NOS,1060
7935,S0000933EK2 TEE PIPE,1000DG,2,,320.18,NOS,1060
7937,AS604000SSK7 HOSE,1000DG,0,,0,NOS,1060
8425,500278 TOGGAL SWITCH,1000DG,3,,291.66,NOS,1060
8593,3231305 SILENCER,1000DG,0,,0,NOS,1060
8803,206021 GASKET,1000DG,0,,0,NOS,1060
8804,3002126 NUT,1000DG,8,,424.56,NOS,1060
8805,3009324 GASKET,1000DG,0,,0,NOS,1060
8806,3010157 SEAL O-RING,1000DG,0,,0,NOS,1060
8807,3023129 SEAL DUST,1000DG,0,,0,NOS,1060
8808,3037821 GASKET,1000DG,12,,"1,095.00",NOS,1060
8809,3043912 LOCK PLATE,1000DG,0,,0,NOS,1060
9072,AX1013359 RADIWASH 3L (AX1001098),1000DG,0,,0,NOS,1060
9263,201049 GASKET,1000DG,0,,0,NOS,1060
9264,203131 NUT C/H ADJUSTING,1000DG,16,,336.64,NOS,1060
9265,203426 PIN,1000DG,0,,0,NOS,1060
9266,205464 SPRING,1000DG,0,,0,NOS,1060
9267,207245 RETAINER CAP,1000DG,0,,0,NOS,1060
9268,3023095 WASHER,1000DG,32,,416.64,NOS,1060
9269,3032697 SCREW,1000DG,31,,"1,510.94",NOS,1060
9270,3040721 GASKET (3229711),1000DG,0,,0,NOS,1060
9271,3177942 GASKET TURBOCHARGER,1000DG,0,,0,NOS,1060
9272,3523980 SLINGER OIL,1000DG,0,,0,NOS,1060
9273,3524420 DIFFUSER TURBO,1000DG,0,,0,NOS,1060
9274,3629140  GASKET,1000DG,16,,"4,091.84",NOS,1060
9275,4026171 GASKET FUEL PUMP,1000DG,1,,426.69,NOS,1060
9276,206193 GASKET,1000DG,0,,0,NOS,1060
9277,206198 SEAL OIL,1000DG,0,,0,NOS,1060
9278,206455 GASKET,1000DG,0,,0,NOS,1060
9279,206457 O-RING,1000DG,0,,0,NOS,1060
9280,207540 GASKET,1000DG,0,,0,NOS,1060
9281,3007512 SEAL O-RING,1000DG,0,,0,NOS,1060
9282,3050454 IMPELLER,1000DG,0,,0,NOS,1060
9283,3089056 SEAL PMP 3035248,1000DG,0,,0,NOS,1060
9284,3634049 SHAFT W.P (3626952),1000DG,0,,0,NOS,1060
9285,S 16054 BEARING BALL,1000DG,0,,0,NOS,1060
9286,S 16069 BEARING,1000DG,0,,0,NOS,1060
9287,3053124 RECON INJECTOR,1000DG,0,,0,NOS,1060
9507,3873233 WATER SEPARATOR,1000DG,2,,"19,462.12",NOS,1060
9508,3874386 BRKT.WTR.SEPARATOR,1000DG,0,,0,NOS,1060
9509,AX1002152 ROTAT/RECTFT.ASSY HC6,1000DG,1,,"13,047.33",NOS,1060
9510,AX1001061 RECTIFIER KIT DIODES & M,1000DG,1,,"11,371.09",NOS,1060
9746,4020551 OUTER ELEMENT,1000DG,0,,0,NOS,1060
9803,3234779 ELBOW,1000DG,0,,0,NOS,1060
9935,3627095 CAP SCREW,1000DG,0,,0,NOS,1060
9936,3016182 NUT LOCK,1000DG,0,,0,NOS,1060
11325,4324909 OIL FILTER,1500DG,0,,0,NOS,1060
11326,4759205 FUEL FILTER,1500DG,1,,"4,800.00",NOS,1060
11327,SEV551H/4 AIR FILTER,1500DG,0,,0,NOS,1060
11328,7PK710NA007 ENGINE OIL,1500DG,0,,0,L,1060
11986,680/124 PICKUP/GOV,1500DG,0,,0,NOS,1060
12219,589/83 STARTER RELAY,1500DG,1,,"4,665.70",NOS,1060
13782,4012LOPS LUB OIL PRESSORE SENSOR,1500DG,4,,"11,325.48",NOS,1060
13783,4012LOPG LUB OIL PRESSORE GAUGE,1500DG,4,,"9,884.04",NOS,1060
13784,4012LOTS OIL TEMP SENSOR,1500DG,2,,"5,662.74",NOS,1060
13785,4012OTG OIL TEMP GAUGE,1500DG,2,,"4,942.02",NOS,1060
13786,4012WTG WATER TEMP GAUGE,1500DG,4,,"9,884.04",NOS,1060
13787,4012WTS WATER TEMP SENSOR,1500DG,4,,"11,325.48",NOS,1060
13788,886/199 SENSOR,1500DG,2,,"31,359.78",NOS,1060
13789,589/93 RELAY,1500DG,2,,"18,931.24",NOS,1060
15593,702/186 ALTERNATOR,1500DG,0,,0,NOS,1060
17856,522/37 ELEMENT,1500DG,0,,0,NOS,1060
18468,SE478F GASKET,1500DG,15,,"9,149.25",NOS,1060
18469,282/292 JOINT,1500DG,4,,"4,820.00",NOS,1060
18470,T402615 GASKET,1500DG,4,,"1,356.00",NOS,1060
18471,278/384 JOINT,1500DG,2,,450,NOS,1060
18936,SOLENOID 589/91,1500DG,1,,"41,731.34",NOS,1060
18937,NON RETURN VALVE 860/334,1500DG,2,,"48,278.84",NOS,1060
7228,21820263 PERKINS ELC COOLANT,1500DG,120,,"55,424.40",L,1060
7926,7PK708030002 LUBE OIL PRESSURE SENSOR,1500DG,0,,0,NOS,1060
7927,589/93 MAGNETIC SWITCH / SOLINOID,1500DG,0,,0,NOS,1060
8744,111585 ELEMENT AW3000-02,3D MACHINE,0,,0,NOS,1060
8745,1315541 BAFFLE AW3000-02,3D MACHINE,0,,0,NOS,1060
9044,WGC0017A1 SERVO AMP 7/14,3D-MACHINE,0,,0,NOS,1060
16752,60689 SHAFT SEAL RING DIN 3760-A40x52x7,4 V PARENT,1,,"5,115.00",NOS,1060
16753,60727 HARD FIBRE RING GN 3022-62x84x3,4 V PARENT,2,,"34,875.00",NOS,1060
16754,60888 O-RING GN 3005-74x3-NBR78,4 V PARENT,2,,"5,022.00",NOS,1060
16755,60797 O-RING GN 3005-20 22x3.53 NBR70,4 V PARENT,2,,"1,860.00",NOS,1060
16756,60880 O-RING GN 3005-54x3 NBR78,4 V PARENT,4,,"3,720.00",NOS,1060
16757,60885 O-RING GN 3005-64x3 NBR78,4 V PARENT,2,,"1,860.00",NOS,1060
16758,60858 SEALING SET MERKEL E1-50,4 V PARENT,2,,"62,682.00",NOS,1060
16759,43679 RING DIN 34110-70 1x63.8x2.5 GZ-C,4 V PARENT,4,,"134,664.00",NOS,1060
16760,47378 RING DIN 34110-60 1x54.9x2.5 GZ-C,4 V PARENT,4,,"38,688.00",NOS,1060
16761,A000017 SEALING 51.0xx.xx.2.x-050-022-x,4 V PARENT,1,,"39,711.00",NOS,1060
16762,A000017 SEALING 51.0xx.xx.2.x-032-014-x,4 V PARENT,1,,"50,127.00",NOS,1060
16763,62295 SHAFT SEALRING GN 3002-BABSL-35x5,4 V PARENT,4,,"9,300.00",NOS,1060
16764,60803 O-RING GN 3005-29.74x3.53-NBR70,4 V PARENT,1,,930,NOS,1060
16765,60791 O-RING GN 3005-12.37x2.62-NBR70,4 V PARENT,1,,930,NOS,1060
16766,60880 O-RING GN 3005-54x3-NBR70,4 V PARENT,1,,930,NOS,1060
16767,60864 O-RING GN 3005-5x1.5-NBR70,4 V PARENT,3,,"2,790.00",NOS,1060
16768,60836 LIP RING PDF C1 1033 N3571 12x20x,4 V PARENT,1,,"2,334.30",NOS,1060
16769,60839 LIP RING PDF C1 2009 N3571 20x28x,4 V PARENT,1,,"3,627.00",NOS,1060
11329,21707133 LUBE OIL FILTER,600DG,0,,0,NOS,1060
11330,21707132 BYPASS OIL FILTER,600DG,0,,0,NOS,1060
11331,20976003 FUEL FILTER,600DG,0,,0,NOS,1060
11332,20998367 FUEL PRE FILTER,600DG,0,,0,NOS,1060
11333,12101468 FUEL FILTER INSERT,600DG,0,,0,NOS,1060
11334,12101469 LID GASKET,600DG,0,,0,NOS,1060
11335,3840004VDS3 LUBE OIL 25L CAN,600DG,0,,0,NOS,1060
15115,21702911 AIR FILTER INSERT,600DG,0,,0,NOS,1060
17695,4331005 FILTER LUBRICATING OIL,600DG,0,,0,NOS,1060
17696,5417137 FILTER FUEL,600DG,0,,0,NOS,1060
17697,5279609 FILTER FUEL,600DG,0,,0,NOS,1060
17698,4926654 INHIBITOR CORROSION,600DG,4,,"10,460.32",NOS,1060
8976,3238358 KIT AIR FILTER ASSY.,625DG,4,,"22,251.44",NOS,1060
3299,DIGITAL PANEL METER,ABRO-BAL,0,,0,NOS,1060
3308,PROGRAMMER SELECTOR SWITCH,ABRO-BAL,0,,0,NOS,1060
3309,PROGRAMMER DIALS /DIAMETER DIALS,ABRO-BAL,0,,0,NOS,1060
14612,ADAPTOR SET 80064607,AC-FILL,0,,0,NOS,1060
14613,3M PIPE BLUE (L.P.PIPE) 30033809,AC-FILL,0,,0,NOS,1060
14614,3M PIPE RED (L.P.PIPE) 30033910,AC-FILL,0,,0,NOS,1060
14615,DEHYDRATION FILTER 60001001,AC-FILL,0,,0,NOS,1060
14616,LOW PRESSURE GAUGE 40202400,AC-FILL,0,,0,NOS,1060
14664,POWER PCB 99001170,AC-FILL,0,,0,NOS,1060
14665,MAIN PCB 9900169,AC-FILL,0,,0,NOS,1060
14666,VACCUME PUMP OIL 1/2LTR 80018112,AC-FILL,0,,0,NOS,1060
16368,40202100 HIGH PRESSURE GAUGE,AC-FILL,0,,0,NOS,1060
16369,80001216 PRESSURE SWITCH 7 BAR,AC-FILL,0,,0,NOS,1060
16370,30125000 SAFETY VALVE 18 BAR,AC-FILL,0,,0,NOS,1060
16371,80007646 RELAY 220V (10A),AC-FILL,0,,0,NOS,1060
16372,HP80018110 VACUUM PUMP VE-245,AC-FILL,1,,"11,880.00",NOS,1060
17484,"PTFE HOSE SS BRAIDED 1/4"" X 500 MM ST/S",AC-FILL,1,,495,NOS,1060
17485,"PTFE HOSE SS BRAIDED 1/4"" X 510 MM ST/9",AC-FILL,7,,"4,095.00",NOS,1060
17494,30195270 T-FITTING,AC-FILL,0,,0,NOS,1060
17495,30195280 STRAIGHT FITTING,AC-FILL,0,,0,NOS,1060
17496,30125250 H.P. ON-OFF VALVE,AC-FILL,0,,0,NOS,1060
17497,80034094 ADAPTOR OF DEHYDRATION FILTER,AC-FILL,0,,0,NOS,1060
17498,80038218 LOAD CELL,AC-FILL,0,,0,NOS,1060
17499,M200280009101 MAIN KEY BOARD,AC-FILL,0,,0,NOS,1060
17500,80001215 PRESSURE SWITCH 30 BAR,AC-FILL,0,,0,NOS,1060
17501,30124300 SAFETY VALVE 15 BAR,AC-FILL,0,,0,NOS,1060
17502,90006479 PANEL STICKER,AC-FILL,0,,0,NOS,1060
17503,30124520 SOLENOID VALVE CASTEL 1/4,AC-FILL,0,,0,NOS,1060
17504,80034092 L.P ADAPTER - BLUE,AC-FILL,0,,0,NOS,1060
17505,80034093 H.P ADAPTER - RED,AC-FILL,0,,0,NOS,1060
17523,BGO-005443 FLUID SECTION SEAL KIT,AC-FILL,1,,"85,805.00",NOS,1060
17524,BGO-005444 AIR DRIVE SEAL KIT,AC-FILL,1,,"85,805.00",NOS,1060
17525,"BGO-003213 PNEU ADAPTOR, REFRIG-134A",AC-FILL,0,,0,NOS,1060
17526,BGO-010843 O-RING SEAL POS 7 FOR CI-174,AC-FILL,0,,0,NOS,1060
17527,BGO-006027 CONNECTOR REF-R134A TW110,AC-FILL,0,,0,NOS,1060
17528,BGO-010844 O-RING SEAL POS 7  C1-1748-X,AC-FILL,0,,0,NOS,1060
17529,SP-000126 SEAL KIT FOR AC GAS GUN ASSY,AC-FILL,0,,0,NOS,1060
17530,BGO-010561 ACTUATOR BALL VALVE 3/2 WAY,AC-FILL,2,,"33,114.00",NOS,1060
17531,BGO-004802 PRE TRANSMITTER 1/2 PRO. CON,AC-FILL,0,,0,NOS,1060
17532,"BGO-008654 PRE TRANSMITTER 1"" PRO. CONN",AC-FILL,0,,0,NOS,1060
17533,"BGO-003880 TEMP SENSOR, 5 MTR CABLE",AC-FILL,1,,"1,575.00",NOS,1060
17534,BGO-003468 AS VALVE-3/4(F) MOC GUN META,AC-FILL,1,,"10,825.00",NOS,1060
17535,"BGO-003485 2/2, SOL VALVE, 1/4",AC-FILL,2,,"13,530.00",NOS,1060
17536,"BGO-003483 2/2, SOL VALVE, 1/4",AC-FILL,2,,"8,990.00",NOS,1060
17537,BGO-004860 FILTER-DRIER,AC-FILL,1,,"6,940.00",NOS,1060
17538,"BGO-004564 2/2, SINGLE SOL. VALVE, 1/2",AC-FILL,0,,0,NOS,1060
17539,BGO-006787 PROXIMITY SENSORS,AC-FILL,0,,0,NOS,1060
17540,BGO-001115 O RING - KF TYPE FOR KF 25,AC-FILL,10,,"2,000.00",NOS,1060
17541,SFG-000876 AC GUN ASSY - 3 SPOOL,AC-FILL,1,,"61,580.00",NOS,1060
17542,BGO-004782 PTFE HOSE-1/4 ID & END CONN,AC-FILL,4,,"1,532.00",M,1060
17892,BGO-013249 HIGH PR.AC GAS FILING ADAPTO,AC-FILL,0,,0,NOS,1060
17893,BGO-013250 LOW PR.AC GAS FILLING ADAPTO,AC-FILL,0,,0,NOS,1060
18121,"PTFE HOSE SS BRAIDED 1/2"" X 3.5 M ST/90",AC-FILL,1,,"2,410.20",NOS,1060
18226,BGO-013248 BUSTER VALVE,AC-FILL,1,,"12,025.00",NOS,1060
18227,"BGO-014689 AC GAS VIEW PORT-1/2""",AC-FILL,1,,"2,130.00",NOS,1060
18228,"BGO-013046 AC HOSES END CONN 3/8""",AC-FILL,1,,"2,820.00",NOS,1060
18229,BGO-004047 BLADDER ACCUMULATOR,AC-FILL,1,,"45,325.00",NOS,1060
18545,R134A ADAPTOR BLUE/RED (SET OF 2),AC-FILL,0,,0,NOS,1060
19049,"8E3B08-5170/0 PROMASS E300 DN08 3/8""",AC-FILL,1,,"310,000.00",NOS,1060
19614,KIT POWER SUPPLY 100-230VAC/24VDC N-H,AC-FILL,0,,0,NOS,1060
19975,PUN SERIES TUBES 6MM OD,AC-FILL,0,,0,M,1060
20040,BGO-014980 HIGH PR.AC GAS FILLING ADAPT,AC-FILL,0,,0,NOS,1060
20041,BGO-014982 LOW PR.AC GAS FILLING ADAPTO,AC-FILL,0,,0,NOS,1060
20042,BGO-016160 AC GAS NOZZLE,AC-FILL,0,,0,NOS,1060
20043,BGO-001113 KF-CENTRE RING,AC-FILL,6,,"2,280.00",NOS,1060
20413,SFG-002118 SPOOL ASSEMBLY 8MM,AC-FILL,0,,0,NOS,1060
21586,BGO-004783 LOW PRESSURE HOSE 1/2 ID 3.5,AC-FILL,4,,"8,364.00",NOS,1060
21587,BGO-004885 FILLING HOSE 1/4 ID 10M,AC-FILL,4,,"15,940.00",NOS,1060
21588,UCK1-0-02-05-CC UNIVERSAL CHARGING KIT,AC-FILL,0,,0,NOS,1060
21677,859-304 RELAY MODULE 24VDC,AC-FILL,0,,0,NOS,1060
15770,FLANGE BEARING D30 PCJT,ACC-CONVEY,0,,0,NOS,1060
16453,99219161 ALU. PROFILE FOR CHAIN CONVEYO,ACC-CONVEY,2,,"27,472.50",NOS,1060
16454,99219162 ALU. PROFILE FOR CHAIN CONVEYO,ACC-CONVEY,2,,"8,325.00",NOS,1060
16471,83219168 RETURN ASSEMBLY WITH TENSION,ACC-CONVEY,2,,"9,435.00",NOS,1060
16472,60010122 SHAFT DIA 30 FRONT DRIVE,ACC-CONVEY,2,,"4,462.20",NOS,1060
16473,60090004 CHAIN GUIDE FOR TRIPLEX CONVEY,ACC-CONVEY,4,,"42,790.52",NOS,1060
16474,63020214 SHAFT DIA 30 FOR ACC CONVEYOR,ACC-CONVEY,0,,0,NOS,1060
16475,99115797 TRIPLEX ACC CHAIN 19.05 ROLLER,ACC-CONVEY,64,,"229,353.60",NOS,1060
20633,99161912 ALU PROFILE FOR CHAIN CONVEYOR,ACC-CONVEY,6,,"94,848.00",M,1060
20634,99261912 ALU PROFILE FOR CHAIN CONVEYOR,ACC-CONVEY,6,,"94,848.00",M,1060
21067,SHAFT DIA 32X1310 FOR PRB CONVEYOR,ACC-CONVEY,1,,"2,320.00",NOS,1060
21351,UCFL 206 NTN BEARING UNIT,ACC-CONVEY,10,,"10,500.00",NOS,1060
17283,S8161538 SPARE KIT IRTT-B 1400-25 42450,ACTA TOOL,0,,0,NOS,1060
17284,S8161539 SPARE KIT SRTT-B 500Nm-50 4663,ACTA TOOL,0,,0,NOS,1060
18548,8059094245 IRTT-B 1400-25,ACTA TOOL,1,,"480,250.00",NOS,1060
18549,8059094210 IRTT-B 20I06,ACTA TOOL,0,,0,NOS,1060
19483,8059094013 QAT TEST JOINT TJ SRTT-B S25,ACTA TOOL,0,,0,NOS,1060
11953,PRIMARY FILTER,ADU,0,,0,NOS,1060
11954,SECONDARY FILTER,ADU,0,,0,NOS,1060
5588,GASKET SET FOR FK-4 MODEL COMPRESOR,ADU,0,,0,SET,1060
5589,"GASKET SET EVAPORATOR,CONDENSOR",ADU,0,,0,SET,1060
5593,HOT GAS BYPASS VALVE,ADU,0,,0,NOS,1060
5596,ANGLE VALVE 1/2NPTX 5/8 FLARE,ADU,0,,0,NOS,1060
5597,ANGLE VALVE 3/8NPTX3/8FLARE,ADU,0,,0,NOS,1060
5598,THERMOSTAT MAKE RANCO,ADU,0,,0,NOS,1060
6820,1614716813  REFRIG.COMPRESSOR FD-450,ADU,0,,0,NOS,1060
8591,2901-052600 FILTER ELEMENT KIT DD-32,ADU,2,,"17,052.00",NOS,1060
35,C020131 COLLET 6MM,AG-20S,10,,"4,000.00",NOS,1060
5740,WHEEL SPINDLE,AG-20S,0,,0,NOS,1060
5743,REAR PLATE SPACER,AG-20S,0,,0,NOS,1060
5746,ROLL PIN (3X10),AG-20S,0,,0,NOS,1060
5749,SPACER (26X20X6),AG-20S,0,,0,NOS,1060
5751,KEY (1.4X2.4X20),AG-20S,0,,0,NOS,1060
5755,O-RING (SNS 22),AG-20S,0,,0,NOS,1060
5756,SNAP RING (32X1.8),AG-20S,0,,0,NOS,1060
5757,O-RING (32 X 2),AG-20S,0,,0,NOS,1060
5759,O-RING (SNS-16),AG-20S,0,,0,NOS,1060
5762,O-RING P-4,AG-20S,0,,0,NOS,1060
6749,SPRING,AG-20S,0,,0,NOS,1060
7091,FRONT PLATE,AG-25,0,,0,NOS,1060
7092,VALVE LEVER,AG-25,0,,0,NOS,1060
7093,VALVE ROD,AG-25,0,,0,NOS,1060
7094,VALVE BUSH,AG-25,0,,0,NOS,1060
7095,BLADES AG-25,AG-25,0,,0,SET,1060
7096,REAR PLATE AG-25,AG-25,0,,0,NOS,1060
7174,O-RING (7.8 X 1.2),AG-25,0,,0,NOS,1060
12701,PROGRAMMABLE SAFETY RELAY 24VDC EN 954-,AGV,2,,"60,358.26",NOS,1060
12702,CONTACT CHARGING BASE PLATE FLOOR,AGV,13,,"249,470.00",NOS,1060
12703,LOW FREQUENCY RFID rs232 30MM READ RANG,AGV,1,,"19,500.00",NOS,1060
12704,LOW FREQUENCY RFID NAIL TAG 125 kHz,AGV,2,,962.92,NOS,1060
12705,CONFIGURATION CABLE FOR SICK S300 MINI,AGV,0,,0,NOS,1060
12947,MS3106F 16S-1P 7 PIN CONNECTOR MALE,AGV,7,,"5,174.33",NOS,1060
12948,MS3102R 16S-1S 7 PIN CONNECTOR FEMALE,AGV,1,,712.5,NOS,1060
13014,FAST SMPS BATTERY CHARGER 24V,AGV,0,,0,NOS,1060
13772,6ES72231PL320XB MODULE 16DI/16DO SM1223,AGV,3,,"44,774.01",NOS,1060
13809,IT100003070024A CONTACT CHARGING CURREN,AGV,0,,0,NOS,1060
13810,COLLISION AVOIDANCE SAFETY LASER SCANNE,AGV,1,,"182,875.00",NOS,1060
13811,4 PIN DRIVE LINK FOR POWER LAFERT,AGV,1,,"7,981.79",NOS,1060
13812,MAT0179601 12 PIN DRIVE LINK FOR RESOLV,AGV,3,,"15,288.00",NOS,1060
13830,"MUVTONS, RIGID CASTORS, 150X75 DOUBLE W",AGV,1,,"18,525.00",NOS,1060
13837,RJ-45 TO RESOLVER LINK FOR LAFERT PART,AGV,3,,"5,263.20",NOS,1060
13986,NON-ISOLATED DC-DC CONVERTER 24-24 VOLT,AGV,0,,0,NOS,1060
14023,FLAT CLEANING PVC BRUSH LENGTH 60MM 100,AGV,0,,0,NOS,1060
15153,BATTERY 12AL065 SMF-VRLA 12V 65AH,AGV,0,,0,NOS,1060
15775,SB-50 CONNECTORS - GREY FOR AGV BATTERY,AGV,6,,"3,000.00",SET,1060
15889,ANTENNA CONNECTING CABLE TWIN 3MTR. LEN,AGV,1,,588,NOS,1060
15890,"WIRELESS ANTENNA N-CONNECT IP65,5.7GHZ",AGV,1,,"7,524.00",NOS,1060
15912,12 PIN CONNECTOR WITH CABLE FOR RESOLVE,AGV,1,,"6,859.00",NOS,1060
15948,3LD2504-0TK53 SENTRON AGV MAIN SWITCH,AGV,1,,"2,562.00",NOS,1060
18353,ZBPAN PROJECTING CAPS BOOT FOR CYL FLUS,AGV,100,,"3,888.00",NOS,1060
19210,803RB2448 BATTERY DISCHARGE INDICATOR,AGV,1,,"7,412.00",NOS,1060
19219,5 MM PU TRANSPARENT FLEXIBLE SHEET 1:20,AGV,0,,0,M,1060
19565,AGV GUIDE SENSOR COVER & TEFLON GUARD,AGV,0,,0,SET,1060
19716,FILTER MKP1F033304F00JSSD MKP10 0.033,AGV,0,,0,NOS,1060
19836,TOUCH PANEL FOR KTP600 BASIC COLOUR PN,AGV,0,,0,NOS,1060
19875,PU SHEET 120x8x1000MM,AGV,0,,0,NOS,1060
20415,SAS-63-BB30 FRONT WHEEL AGV L1,AGV,1,,"1,873.00",NOS,1060
20471,IMIDC/20 CONNECTOR AGV,AGV,5,,"8,100.00",NOS,1060
20750,SD-25B-12 DC/DC CONVERTER ITE 1 OUTPUT,AGV,2,,"3,300.00",NOS,1060
20751,SD-150B-24 DC/DC CONVERTER ITE 1 OUTPUT,AGV,2,,"7,000.00",NOS,1060
21204,TYPE 12812 MOVABLE STOPPER C75,AGV,20,,"20,000.00",NOS,1060
21205,TYPE 12811 RAIL TERMINATION C75,AGV,10,,"7,000.00",NOS,1060
21206,TYPE 12865 CARRIER UNIT C75 DOUBLE AXLE,AGV,30,,"58,500.00",NOS,1060
21207,TYPE 12870 EYE BOLT SET C75 CARRIER UNI,AGV,30,,"12,000.00",NOS,1060
21208,TYPE 12600 RAIL COUPLING SET C75,AGV,2,,"2,200.00",NOS,1060
7589,"AGV GUIDE SENSOR ME-9016A, MAGNETIC TAP",AGV,0,,0,NOS,1060
7775,CURTIS BATTERY CHARGER  1621CS-2401,AGV,1,,"42,750.00",NOS,1060
15580,PSE4-SC-01 SAFETY CONTROL UNIT,AGV-ENGINE,0,,0,NOS,1060
15582,2076541 DOL-127SG05ME25KM0 CABLE SCANNE,AGV-ENGINE,1,,"1,354.96",NOS,1060
15583,6AV21240GC010AX0 HMI TP700 COMFORT,AGV-ENGINE,1,,"53,399.00",NOS,1060
15605,RS-232 TO 4 CHANNEL REALY CONVERTER,AGV-ENGINE,9,,"25,200.00",NOS,1060
15606,A9N1P04C MCB DC 4A SP,AGV-ENGINE,0,,0,NOS,1060
